9.91194,9.91173,9.91073,9.90787,9.90773,10.00000,10.00000,10.00000,10.00000,9.91045,9.90756,9.90747,9.91191,9.91166,9.91067,9.90780,9.90749,10.00000,10.00000,10.00000,10.00000,9.91123,9.90827,9.90797,9.91193,9.91172,9.91078,9.90794,9.90749,10.00000,10.00000,10.00000,10.00000,9.91697,9.91209,9.91155,9.91190,9.91175,9.91083,9.90807,9.90862,10.00000,10.00000,10.00000,10.00000,10.00000,10.00000,10.00000,9.91188,9.91171,9.91084,9.90807,9.90766,10.00000,10.00000,9.98448,10.00000,10.00000,9.99592,9.99900
9.90713,9.90700,9.90643,9.90488,9.90497,10.00000,10.00000,10.00000,10.00000,9.90614,9.90448,9.90463,9.90709,9.90692,9.90637,9.90480,9.90472,10.00000,10.00000,10.00000,10.00000,9.90656,9.90491,9.90484,9.90710,9.90698,9.90648,9.90495,9.90470,10.00000,10.00000,10.00000,10.00000,9.90922,9.90653,9.90627,9.90707,9.90701,9.90653,9.90506,9.90579,10.00000,10.00000,10.00000,10.00000,10.00000,10.00000,10.00000,9.90706,9.90698,9.90654,9.90509,9.90488,10.00000,10.00000,9.97782,9.99979,10.00000,9.98886,9.99272
9.90314,9.90308,9.90284,9.90237,9.90263,10.00000,9.99953,10.00000,9.99619,9.90254,9.90189,9.90223,9.90310,9.90300,9.90278,9.90228,9.90238,10.00000,10.00000,10.00000,10.00000,9.90269,9.90211,9.90223,9.90312,9.90305,9.90289,9.90243,9.90234,10.00000,10.00000,10.00000,10.00000,9.90304,9.90208,9.90203,9.90309,9.90308,9.90295,9.90253,9.90339,10.00000,10.00000,9.99610,10.00000,10.00000,9.99934,10.00000,9.90308,9.90307,9.90294,9.90258,9.90253,10.00000,9.99603,9.97188,9.99475,9.99913,9.98273,9.98730
8.58129,8.56930,8.59630,7.88256,7.86119,8.73048,7.94573,7.97748,7.95312,8.55944,7.84836,7.86232,8.56618,8.57852,8.58022,7.87750,7.88097,8.73561,7.93331,7.44964,7.92828,8.59793,7.90016,7.90535,8.57283,8.58367,8.55868,7.87470,7.87479,8.71671,7.82319,7.99501,7.92560,8.64956,7.91544,7.88065,8.56265,8.57260,8.56473,7.86803,7.29645,8.71134,7.88943,7.95462,7.89199,8.78960,8.04610,8.03041,8.58149,8.55651,8.55703,7.87888,7.88276,8.71398,7.95624,8.00459,7.92354,8.75255,7.98707,8.01850
1.16946,1.13324,1.17119,0.77210,0.81878,1.26201,0.88066,0.85736,0.87726,1.12511,0.82526,0.80781,1.11593,1.21708,1.21625,0.78418,0.76679,1.31175,0.92246,1.43248,0.90460,1.06491,0.67963,0.67313,1.17366,1.18532,1.16218,0.79512,0.79358,1.32635,1.04763,0.85226,0.90265,1.01869,0.53912,0.56939,1.13488,1.15693,1.19420,0.81686,1.41203,1.32448,0.95605,0.88732,0.94186,1.18833,0.76464,0.80035,1.17974,1.12644,1.15579,0.74853,0.74492,1.29960,0.87731,0.79047,0.89982,1.25907,0.84048,0.81560
0.84785,0.71685,0.80128,0.05513,0.34151,0.98691,0.57744,0.48778,0.53820,0.79444,0.33482,0.34488,0.74824,0.42617,0.88836,0.31079,0.34788,0.98625,0.57247,0.43427,0.57894,0.73835,0.35005,0.35062,0.76617,0.79287,0.77626,0.35352,0.33621,0.93382,0.54919,0.50999,0.57532,0.77063,0.32717,0.25641,0.74994,0.81599,0.80087,0.02170,0.33119,0.99298,0.35885,0.50625,0.57888,0.75849,0.48889,0.51141,0.44686,0.76692,0.77909,0.31411,0.35698,0.99430,0.56323,0.48470,0.55507,1.00519,0.48954,0.40589
0.83987,0.68035,0.98234,0.60958,0.37845,1.00169,0.33736,0.53275,0.61765,0.64930,0.16078,0.09453,0.77884,1.32155,0.37541,0.15854,0.39556,0.66633,0.58986,0.33776,0.43688,0.86776,0.07958,0.25710,0.86300,0.50060,0.84424,0.40024,0.23322,1.09725,0.60793,0.23684,0.34530,0.71286,0.09138,0.15651,0.65078,0.83471,0.48204,0.68842,0.19771,1.03543,0.77025,0.26355,0.29970,1.23329,0.52336,0.31848,1.23004,0.84943,0.84130,0.20999,0.09830,1.02836,0.58781,0.47954,0.59268,0.59440,0.29173,0.60324
0.46816,0.77510,0.35417,0.03465,0.16070,0.91420,0.40744,0.34766,0.25117,0.92663,0.18800,0.42235,0.70648,0.54280,1.25588,0.65541,0.15913,1.20164,0.38168,0.73494,0.33520,0.60412,0.49214,0.10207,0.56055,1.19475,0.66955,0.18818,0.43994,0.44357,0.30510,0.38498,0.71600,0.85405,0.55043,0.43743,0.88854,0.78543,0.97145,0.42868,0.60652,0.47294,0.30978,0.58076,0.76623,0.66327,0.44950,0.29117,0.44480,0.90848,0.70648,0.59668,0.48953,0.50396,0.29501,0.52231,0.32449,1.09695,0.73345,0.34437
0.84568,1.08690,1.47423,0.82752,0.56204,0.55270,0.81522,0.65556,0.76466,1.01873,0.51872,0.13667,0.80805,1.01903,0.69549,0.17309,0.57937,1.20236,0.36885,0.34315,0.67603,1.18951,0.12102,0.86444,1.26241,1.02785,1.06519,0.20827,0.47204,1.03748,0.78277,0.63165,0.30254,0.85566,0.15288,0.36500,1.00949,0.55930,0.84960,0.22137,0.18982,1.54339,0.82724,0.33869,0.61130,0.82888,0.48415,0.92974,1.08387,0.50156,1.05070,0.24249,0.20628,1.34108,0.27692,0.35002,0.80697,1.12598,0.35194,0.67532
1.01831,0.70484,0.45981,0.16791,0.22390,1.47007,0.71654,0.30578,0.19491,0.44522,0.50025,0.92999,1.15836,0.49154,0.76109,0.62019,0.22882,0.34783,0.98194,0.33937,0.84766,0.49333,0.87151,0.22440,0.42093,0.34411,1.07677,0.58513,0.47966,0.83251,0.61649,0.76103,0.27742,0.93912,0.55072,0.45308,1.09783,1.47749,1.13034,0.20820,0.64010,0.49430,0.31151,0.80257,0.46399,1.48595,0.41569,0.52753,0.58071,1.03259,0.81311,0.27852,0.58711,0.69506,1.14352,0.36439,0.37497,0.88305,0.35172,0.51145
